lang,tweet_id,possibly_sensitive,created_at,text,type,withheld.copyright,withheld.country_codes
en,1465815721636683780,False,2021-11-30T22:51:16.000Z,"@brown_eyed_gal1 Sissy.... every seen the movie Black Widow?
https://t.co/SGJeiktxQ5",replied_to,,
en,1465814999570472960,False,2021-11-30T22:48:24.000Z,"But to Rank
1. Hawkeye
2.FATWS/Loki
3. Shang Chi
4. WandaVision
5. Black Widow
6. Eternals
7. What If…? https://t.co/7qUXLw96Ea",quoted,,
en,1465814833572585476,False,2021-11-30T22:47:44.000Z,Hot Queens: Black Widow💋🍆 https://t.co/qmMXxUgPMa,quoted,,
en,1465814328704225287,False,2021-11-30T22:45:44.000Z,"Hear me out
Zack Snyder's Black Widow https://t.co/MkkM8HKEpt",,,
en,1465814265433149440,False,2021-11-30T22:45:29.000Z,the things I’d do to watch black widow at the cinema again.,,,
en,1465813660186648587,False,2021-11-30T22:43:04.000Z,@wassimleo23 @DiscussingFilm Justice For Black Widow,replied_to,,
en,1465813626686783490,False,2021-11-30T22:42:56.000Z,@ImChelseaGreen @WeAreRosemary @AllieWrestling @MartiBelle @TonyLucassio @DeonnaPurrazzo @gailkimITSME @REALLiSAMARiE @MrsAIPAlisha Do u ever miss black widow customs i do had some cool stuff,replied_to,,
en,1465812811733508103,False,2021-11-30T22:39:42.000Z,"@hjelle_brian 1 Martini  insight: Yes!  Virus behavior does not simulate behavior of Salmon or Lemmings or male Black Widow Spiders or the Hapsburgs.
I.E. Viruses have no self destructive bio-mechanisms in their makeup necessary to insure their propagation!",replied_to,,
tl,1465812776211804164,False,2021-11-30T22:39:33.000Z,"@hermionyyye Enola Holmes, Malificent, Cruella, Black Widow, Wanda Vision, lupaa kebanyakan nonton hwhaha trs Peter pan, Maya and the three",replied_to,,
en,1465812755416596487,False,2021-11-30T22:39:29.000Z,"@gucciswidow @taeoct6 @DiscussingFilm I say the same, I really enjoyed Black Widow and now Hawkeye",replied_to,,
en,1465811948688138246,False,2021-11-30T22:36:16.000Z,"BLACK WIDOW 2004, ISSUE FIVE https://t.co/G2QfWgdygw",,,
en,1465811132866871308,False,2021-11-30T22:33:02.000Z,hm. natasha should’ve gotten a trilogy yes but also in terms of character development… a black widow disney plus show would be fantastic,,,
en,1465811077577555982,False,2021-11-30T22:32:49.000Z,@xidaxpcs Black Widow,replied_to,,
en,1465810780465426432,False,2021-11-30T22:31:38.000Z,"@wickers5 Omg it does look like one 👀
Says it has serious venom like a black widow. And the habitat is dark, dry and undisturbed places. And it matches that, as well as the web description 😭😭",replied_to,,
en,1465810380417122316,False,2021-11-30T22:30:02.000Z,"@PKBNews @ncannellf You said random? Give this some thought:
Cats and horses are highly susceptible to black widow venom, but dogs are relatively resistant. Sheep and rabbits are apparently immune. 😐",replied_to,,
en,1465810131434803200,False,2021-11-30T22:29:03.000Z,Past Present Future gluing site: Black widow spiders kill males after #mating Why? To stop #snoring before it starts https://t.co/HkBKF5Nleu,,,
en,1465810114720509959,False,2021-11-30T22:28:59.000Z,"Star Wars: The Clone Wars
The Mandalorian 
Best visuals
Loki
Shang-chi
The Mandalorian 
Falcon and the winter soldier 
Wandavision
The Suicide Squad 
Jungle Cruise 
Black Widow
A Quiet Place Part II
In The Heights
Best Overall Video Game
Fortnite 
Minecraft 
Super Mario Brothers",replied_to,,
en,1465810101487300609,False,2021-11-30T22:28:56.000Z,"The Bad Batch
The Mandalorian
Star Wars: The Clone Wars
Best Actor/Actress 
RDJ
Samuel L. Jackson
Jeff Goldblum
Tom Hiddleston 
Tom Holland
Gal Gadot
Danny Devito
Mark Hamil
The Rock
Scarlett Johansson 
Best Protagonist 
Loki
Ted Lasso
Shang-chi
Black Widow
Harley Quinn",replied_to,,
en,1465810088296423431,False,2021-11-30T22:28:53.000Z,"Best Movie
Black Widow
Shang-chi
Jungle Cruise
Luca
A Quiet Place Part II
Zack Snyder’s Justice League
In The Heights
Mulan Live-Action Remake
Sonic The Hedgehog
The Suicide Squad 
Best Show
Loki
Wandavision
Falcon and the Winter Soldier
Ted Lasso
The Flash
A.P. Bio
Shmigadoon",replied_to,,
en,1465809994025037824,False,2021-11-30T22:28:30.000Z,@N0VAPRIME BLACK WIDOW MAN SUIT,replied_to,,
en,1465809954946916359,False,2021-11-30T22:28:21.000Z,"@LukeNestMonster Black widow tournament edition. Green switches, no num pad.",replied_to,,
en,1465809911657291779,False,2021-11-30T22:28:11.000Z,"BLACK WIDOW 2020, ISSUE 6 https://t.co/SRmf3wdmGT",,,
en,1465809496937144322,False,2021-11-30T22:26:32.000Z,@GuruofGood1 I also killed a black widow last week and I have a crazy girl that likes to hang upside down on my patio and when you try to shoot away at chases you,replied_to,,
fr,1465809412027822081,False,2021-11-30T22:26:11.000Z,"@manonirl Ouais par contre nique cet avis, moi je l'ai toujours aimé genre bien plus que black widow par exemple",replied_to,,
en,1465809040995504131,False,2021-11-30T22:24:43.000Z,"they've blocked every marvel movie since black widow, it doesnt really matter atp https://t.co/QuZi7bl7Uo",quoted,,
en,1465808466224709635,False,2021-11-30T22:22:26.000Z,i will never forgive marvel for not giving us black widow trilogy,,,
en,1465808464735735814,False,2021-11-30T22:22:26.000Z,"@DoctorP00 @benjedwards If you haven't tried it, play the arcade game Black Widow, it's fantastic with Twin Sticks",replied_to,,
en,1465808442086641668,False,2021-11-30T22:22:20.000Z,"@HillaryMonahan Not many movies I watched this year...
Favourite: Shang Chi or Eternals.
Movie I watched the most: I saw four movies, three of them twice, so, the two above + Dune.
Least favourite: Black Widow, which should have come earlier, and should have been better.",replied_to,,
en,1465808228009271302,False,2021-11-30T22:21:29.000Z,@ADunne18 Black Widow knowing she's dead when you turn up to save her https://t.co/sBjJi3SiJb,replied_to,,
en,1465808163911909382,False,2021-11-30T22:21:14.000Z,@FictionRumble Black widow,replied_to,,
es,1465808131011735553,False,2021-11-30T22:21:06.000Z,@GeekZoneGZ Black widow hubiera tenido mucho más éxito en ventas si no se hacía la masiva piratería por lo que pasó con Disney+,replied_to,,
en,1465808075798032385,False,2021-11-30T22:20:53.000Z,@FictionRumble Black Widow wins,replied_to,,
en,1465807797476593677,False,2021-11-30T22:19:46.000Z,"@masseffect This is Legion and Kasumi erasure, though. Legion can replace January's dinguses and Kasumi can swap out for the galaxy's most smarmy black widow.",replied_to,,
es,1465807558678036493,False,2021-11-30T22:18:50.000Z,"Antes de que se acabe noviembre, vengo a presumir la calaberita que hice de Black Widow :) https://t.co/EnnAnjGe5R",,,
en,1465807202338447361,False,2021-11-30T22:17:25.000Z,Like nobody finds it ridiculous that we all gotta become fucking Black Widow to live? Damn bruh https://t.co/4DzbJfE0CN,quoted,,
pl,1465806845981995017,True,2021-11-30T22:16:00.000Z,"~Black Widow, Dagmara Domińczyk https://t.co/V5RlALTlh1",replied_to,,
en,1465806606784999435,False,2021-11-30T22:15:03.000Z,@NTom64_Lyfe huh you weren't gonna see black widow?,replied_to,,
en,1465806509418467328,False,2021-11-30T22:14:39.000Z,finally watching black widow,,,
en,1465806273358831619,False,2021-11-30T22:13:43.000Z,"This is why you don't date men in TN.. Lyndell Creecy.. literally drove to Ga to spend the weekend with me, had promised to mail me an iPhone, let me have a car, get my nails done, take me to see Black Widow- none of which he did. Then left me at a coffee shop because he wanted",,,
en,1465806042898395140,False,2021-11-30T22:12:48.000Z,older guy says he only watched black widow bc scarjo hot and i said “based”,replied_to,,
en,1465806015237083149,False,2021-11-30T22:12:42.000Z,@FictionRumble Black widow,replied_to,,
en,1465805912673771531,False,2021-11-30T22:12:17.000Z,"Already have a Black Widow playlist but what if I also made a Yelena playlist 

Tempted",,,
en,1465805719685394436,False,2021-11-30T22:11:31.000Z,"Colouring in a picture from Mythomorphia by Kerby Rosanes. I just had to pick a dragon, as I have just bought the latest set of Black Widow Pencils, which of course is the Dragon Edition! 
I reviewed the pencil set here in my latest video: https://t.co/VOjH9XrQnO https://t.co/65AmKVke5j",,,
en,1465805587980201988,False,2021-11-30T22:11:00.000Z,Gonna marry someone and k!ll then immediately so I can become black widow,,,
en,1465805474356416514,False,2021-11-30T22:10:33.000Z,"Funkoverse: Marvel 100 4-Pack

42% off

Includes Iron Man, Black Widow, Captain America and Black Panther 

#ad https://t.co/s1ec9Uv3CE https://t.co/opFhaExK1H",,,
en,1465805364641910795,False,2021-11-30T22:10:06.000Z,@trekcatcatcat Oh I loved Black Widow!,replied_to,,
it,1465805209490317312,False,2021-11-30T22:09:29.000Z,"Rewatch di black widow finito, non chiedetemi come sto",,,
en,1465805127781175302,False,2021-11-30T22:09:10.000Z,How many Hulk smashes does it take for Black Widow to cu- https://t.co/iZ2bHTYnvi,quoted,,
en,1465804766789914630,False,2021-11-30T22:07:44.000Z,mcu be treating hawkeye and black widow like they was fuckin or something,,,
en,1465804721097408512,False,2021-11-30T22:07:33.000Z,"2021/11/30
&gt;&gt;&gt; New Balls Arrived!!! &lt;&lt;&lt;

Sword Blaster V3
Black Widow Legend Solid
Taboo Solid
Power Torq Jet Black https://t.co/EHcFGfMkdL",,,
en,1465804596870328320,False,2021-11-30T22:07:03.000Z,@AquamAnder I'm surprised Black Widow held the 2021 record and not Shang chi given how people seemed to think it made loads more money because everyone watched Black Widow on D+. I'd have though that bore out somehow. I guess not.,replied_to,,
en,1465804386895118340,False,2021-11-30T22:06:13.000Z,if black widow came out right after civil war in 2016 i would appreciate it more,,,
en,1465804315231199232,False,2021-11-30T22:05:56.000Z,"""Black Widow Man"" lmfao okay https://t.co/WYSNbkMUdz",quoted,,
en,1465804079272275971,False,2021-11-30T22:05:00.000Z,"Nov 30th 1985 #RoughCutt released their debut album ""Rough Cutt"" #TakeHer #KidsWillRock #BlackWidow #DressedToKill #HardRock 

Did you know...
The song ""Take Her"" was co-written by Ronnie James Dio. The songs ""Dreamin' Again"" and ""Black Widow"" were co-written by Wendy Dio. https://t.co/KjJXj9zyRj",,,
en,1465803578451374092,False,2021-11-30T22:03:01.000Z,@Larkistin89 I am actually enjoying it. The last marvel I tried to watch and I had to turn it off was Black Widow. Just wasn't for me,replied_to,,
es,1465803383827218437,False,2021-11-30T22:02:14.000Z,"@DylanAckles @SrtoBravo_ 1. Loki
2. Black Widow
3. Capitán America

pero creo q cambiará fijo",replied_to,,
en,1465803312469622784,False,2021-11-30T22:01:57.000Z,"@TheZeebe @BingeWatchThis_ @Fandango Eternals, Shang-chi and Black Widow couldn't do that.",replied_to,,
en,1465803231871873028,False,2021-11-30T22:01:38.000Z,"Not sure if I went to a movie in 2020, but I did go see Black Widow earlier this year. #2 is going to be Spider-Man #NoWayHome . Feels weird not having saw Eternals, Shang-Chi or anything on Disney+ though.",,,
en,1465803164288958475,False,2021-11-30T22:01:22.000Z,Cocktail Recipe: Black Widow Margarita. #DetroitDrinks https://t.co/kxNc9ImYX1,,,
en,1465803078930771971,False,2021-11-30T22:01:01.000Z,New Trailer For Black Widow https://t.co/SJXJPwcC3h via @Karlwrites,,,
en,1465802758427131907,False,2021-11-30T21:59:45.000Z,"Join me to get free gift cards on @Listia! Use code ""BFYTMF"" for an extra 250 PTS. Just got this with my Points, Black Widow (2021 film) HD GOGOLE PLAY (PORTS) https://t.co/zlh1SnEmdp",,,
en,1465802691821588482,False,2021-11-30T21:59:29.000Z,"@Widows_Web_ ""aha! yeah, ms black widow ma'am, that'd...i'd really prefer that! is he like...okay?"" spidey says, bouncing on his heels.",replied_to,,
en,1465802519901360130,False,2021-11-30T21:58:48.000Z,@xidaxpcs Black widow,replied_to,,
en,1465801945533140993,False,2021-11-30T21:56:31.000Z,"Actually no, Venom 2 absolutely gets in there over Black Widow, 100%, without a question.",replied_to,,
en,1465801869167575047,False,2021-11-30T21:56:13.000Z,"BLACK WIDOW CONSPIRACY's debut single, THIS AIN'T NO LOVE SONG, can now be heard on DOING IT LOCALLY w/ Craig &amp; Rob (Saturdays 6pmAEST) &amp; REIGNING METAL (Thurs 10pmAEST) w/ Keith Hiskens on @voxfmillawarra on request

#DebutSingle #music #rock #Radio 

https://t.co/KUx7FrB5y4",,,
en,1465801813601316868,False,2021-11-30T21:56:00.000Z,"@MegamanRA I did watched Home Alone 3, but that was a long time ago. I was a kid, and I didn’t even know that Scarlet Johannsen (AKA Black Widow) was in this movie!",replied_to,,
en,1465801771872260097,False,2021-11-30T21:55:50.000Z,"I mean shit I wouldn't even put Justice League in the bottom 5 CBMs.

WW84, Fant4stic, Superman IV, Batman and Robin, and... I guess Black Widow would probably be the 5 worst?

just off the top of my head, I might be missing some",replied_to,,
en,1465801583891988480,False,2021-11-30T21:55:05.000Z,"THE BLACK WIDOW CONSPIRACY debut single THIS AIN'T NO LOVE SONG can be heard on @OuchYOMH 

A #PODCAST about #HeavyMetal &amp; #RocknRoll with Interviews &amp; more. Listen now via their website at https://t.co/k9jpoJokMu

Song Available Dec 6th

#ThisAintNoLoveSong #DebutSingle #music",,,
ja,1465801488186626048,True,2021-11-30T21:54:42.000Z,YF-23 Black Widow II ATSF計画でノースロック社がマクダエル・ドグラム社の協力を得て開発した試作戦術機。それまでの米国の戦術機に比べ近接機動性の重視、長刀・銃剣の標準装備など対BETA近接戦闘能力に力を入れている https://t.co/pNuM9GPp,,,
es,1465801323710980102,False,2021-11-30T21:54:03.000Z,"@ItsMe_our @GabyMeza8 Confirmo eso, paso igual como con Black Widow que fue recontra pirateada",replied_to,,
en,1465801309932638212,False,2021-11-30T21:54:00.000Z,"THE BLACK WIDOW CONSPIRACY is now on @bandmix

Become a contributor today. We currently represent Australia, Brazil, the United Kingdom &amp; the United States

#BlackWidowConspiracy #TheBWC #bandmix #rock #music #GlobalBandInitiative #BWC4Life 

https://t.co/8Jti0OtNGT",,,
en,1465801193783840768,False,2021-11-30T21:53:32.000Z,"No Time To Die
Shang-Chi And The Legend Of The Ten Rings
Black Widow
A Quiet Place Part II
Free Guy
F9: The Fast Saga
Godzilla Vs. Kong
Jungle Cruise
(still need to see Eternals, Dune &amp; Venom Let There Be Carnage) https://t.co/zU62SWxxW5",quoted,,
en,1465801079388467200,False,2021-11-30T21:53:05.000Z,"The Black Widow Conspiracy Presents ""Peace Sells But Who's Buying"" by @Megadeth on @YouTube

Please like &amp; subscribe

#BlackWidowConspiracy #TheBWC #megadeth #PeaceSells #coversong #metal #HeavyMetal #tribute #music #YouTube 

https://t.co/UYPjNK8rW0",,,
en,1465801021129592833,False,2021-11-30T21:52:51.000Z,Parquet Courts - Black Widow Spider [08:52],,,
en,1465800844146880513,False,2021-11-30T21:52:09.000Z,someone is watching black widow and they are at the florence “it was real to me” scene,,,
en,1465800752555859969,False,2021-11-30T21:51:47.000Z,"Black Widow Conspiracy presents COMIN' TO GET YA on #SoundCloud 

Our tribute to #horror #films 

#BlackWidowConspiracy #TheBWC #CominToGetYa #originalmusic #demo #rock #HardRock #HorrorMovies #HorrorFamily #music 

https://t.co/AxQPywbSvC",,,
en,1465800746511785989,False,2021-11-30T21:51:45.000Z,Second Black Widow Trailer https://t.co/W2JqskDbb5 via @Karlwrites,,,
