lang,tweet_id,created_at,text,possibly_sensitive,type,clean_tweet
en,1466151262660014085,2021-11-26 21:04:35+00:00,@TheDailyShow Back to the beginning of the rotation of trump covid pillow guy the three comedy situations you play with... You're boring Trevor so basic. https://t.co/AD9b7K6Pk8,False,replied_to,"['rotation', 'covid', 'play', 'trevor', 'trump', 'guy', 'situation', 'beginning', 'comedy', 'basic', 'back', 'boring', 'pillow', 'three']"
en,1466151261758111748,2021-11-26 21:04:35+00:00,"@Jayecane @aiemfreya single mother of 2 and im pregnant with twins delivering in 3 weeks(early due to preclampsia, covid , diabetes I need diapers formula, car seats, and seems impossible to provide for my kids this christmas anything helps 
Cash APP $Sexybaby3221
Paypal https://t.co/nfPZnxyfdQ",False,replied_to,"['impossible', 'need', 'christmas', 'pregnant', 'single', '2', 'help', 'sexybaby3221', 'seat', 'kid', 'app', '(', 'paypal', 'preclampsia', 'week', 'diaper', '$', 'cash', 'mother', 'early', 'car', 'due', 'seems', 'formula', 'diabetes', 'covid', 'provide', 'delivering', '3', 'I', 'anything', 'twin']"
en,1466151261422735367,2021-11-26 21:04:35+00:00,@TraceyODonoghu9 Era with Covid I’d rather the disposable stuff in case,False,replied_to,"['era', 'covid', 'rather', 'disposable', 'I', 'would', 'case', 'stuff']"
pt,1466151260516765705,2021-11-26 21:04:34+00:00,qro morrer injetar uma seringa com aids sifilis gonorreia covid omicron no meu braço p eu morrer logo,False,,"['uma', 'covid', 'sifilis', 'morrer', 'aid', 'injetar', 'logo', 'meu', 'eu', 'gonorreia', 'braco', 'seringa', 'p', 'qro', 'com', 'omicron']"
en,1466151258021056515,2021-11-26 21:04:34+00:00,"California confirms nation's FIRST Omicron variant case. Please get vaccinated and #WearAMask Covid-19 is NOT something we can speak about in the past tense (yet).

https://t.co/m8laROnTN2",False,,"['past', 'please', 'yet', '19', 'variant', 'confirms', 'vaccinated', '(', 'tense', 'nation', 'speak', 'get', ')', 'something', ""'s"", 'omicron', 'california', 'first', 'covid', 'case']"
en,1466151257886756868,2021-11-26 21:04:34+00:00,"@RealTalkTampa @JellyHits @Lamentedtraffic You’ve provided literally nothing to this conversation😂. You think there’s a reason the two major variants of covid we’ve come to see came from a very largely unvaccinated African continent, and at one point the lowest vax out of most countries in India with the delta variant?",False,replied_to,"['continent', 'reason', 'think', 'come', 'vax', 'variant', 'literally', 'came', 'largely', 'one', 'major', 'conversation', 'variant', '?', 'india', 'two', 'african', 'unvaccinated', 'point', 'covid', 'country', 'provided', 'see', 'delta', 'lowest', 'nothing']"
en,1466151257605754880,2021-11-26 21:04:34+00:00,"Ye, Omicron, we greet thee, landed this god-awful morning.
https://t.co/TBj2I0Gwj3",False,,"['landed', 'thee', 'awful', 'greet', 'god', 'ye', 'morning', 'omicron']"
en,1466151256993374211,2021-11-26 21:04:34+00:00,@timburchett So does COVID.,False,replied_to,['covid']
en,1466151256817381392,2021-11-26 21:04:34+00:00,"Fauci: First reported case of Omicron variant involves traveler from South Africa
https://t.co/fDYfFOoz3N",False,,"['involves', 'first', 'traveler', 'variant', 'africa', 'reported', 'south', 'fauci', 'case', 'omicron']"
en,1466151255445803016,2021-11-26 21:04:33+00:00,"@Jeff_Kates Yea Tommy John plus Covid screwed him with really no preseason and short season. Idc about the starts, my point was he’s only had 30 appearances in 3 years, not bad if he started lol",False,replied_to,"['screwed', 'yea', 'preseason', '30', 'appearance', 'john', 'lol', 'year', 'plus', 'bad', 'really', 'short', 'started', 'season', 'point', 'covid', 'start', 'tommy', '3', 'kates', 'idc']"
en,1466151255256887296,2021-11-26 21:04:33+00:00,"@4ForTheForest Also he’s in quarantine. He was double vaxxed. Maybe that’s why he’s not in ICU or under a ventilator.  #vaccine works! 
9 days people he was in touch with tested for Covid and all were negative. That’s good news.",False,replied_to,"['day', 'covid', 'also', 'negative', 'icu', 'touch', 'quarantine', 'tested', 'vaxxed', 'ventilator', '9', 'people', '!', 'good', 'news', 'maybe', 'work', 'double']"
en,1466151255252815877,2021-11-26 21:04:33+00:00,"@BrianKempGA you hit all the usual ones didnt you...same old bs. with you we get a covid spikes, gerrymadering and voter supression..",False,replied_to,"['covid', 'hit', 'get', 'b', 'voter', 'supression', 'spike', 'gerrymadering', 'one', 'old', 'usual']"
es,1466151253810024456,2021-11-26 21:04:33+00:00,Confirman primer caso de la nueva variante ómicron del COVID-19 en un individuo que llegó a #EEUU desde #Sudáfrica https://t.co/coZqCeuoxw https://t.co/3eW8P96ZhO,False,,"['primer', 'covid', 'en', 'un', 'desde', 'individuo', 'confirman', 'nueva', 'la', 'que', 'de', 'variante', '19', 'del', 'llego', 'omicron', 'caso']"
fr,1466151251947757571,2021-11-26 21:04:32+00:00,"""#Noel est en #danger, c'est #maintenant qu'il faut #agir"" l'@institutpasteur lance un cri d'#alarme sur la cinquième #vague du #Covid #institutpasteur  https://t.co/xs0uToE0lc",False,,"['un', 'est', 'en', ""c'est"", ""'"", 'faut', 'du', ""qu'il"", 'cri', 'lance', 'la', 'sur', 'd', 'l', 'cinquieme']"
en,1466151250769039360,2021-11-26 21:04:32+00:00,"Finally the traditional Adelaidean greeting of ""What school did you go to?"" makes sense. 
https://t.co/EIeXIoNnxj",False,,"['greeting', 'school', 'adelaidean', 'finally', '?', 'make', 'go', 'traditional', 'sense', 'to']"
nl,1466151250710437901,2021-11-26 21:04:32+00:00,"@annoris6 @FrankPeeters4 @alexanderdecroo @JanJambon @wbeke Waarom? Myocarditis heeft geen betrekking op kinderen. Kinderen krijgen vele vaccines om ze te beschermen tegen erstige ziektes, COVID-19 is een nieuwe. Dit vaccin is niets anders dan bv het BMR vaccin.",False,replied_to,"['waarom', 'ziektes', 'vaccin', '19', 'heeft', 'om', 'het', 'myocarditis', 'vaccine', 'geen', 'bv', '?', 'ze', 'niets', 'erstige', 'bmr', 'betrekking', 'te', 'anders', 'beschermen', 'dit', 'kinderen', 'covid', 'dan', 'op', 'krijgen', 'nieuwe', 'tegen', 'vele', 'een']"
en,1466151249623932929,2021-11-26 21:04:32+00:00,"@jenneraub @LondonBreed Either vax is working as expected or they would have had a mild case regardless, as most people with earlier COVID variants do. Have learned they were healthy &amp; btwn age 18-49, so no obvious risk factors for severe disease.",False,replied_to,"['healthy', 'mild', 'factor', 'expected', 'regardless', 'either', 'disease', 'learned', 'vax', 'earlier', 'would', 'btwn', '18', '&', 'variant', 'working', 'age', 'obvious', 'people', '49', 'risk', 'covid', 'amp', 'severe', 'case']"
en,1466151248449712134,2021-11-26 21:04:32+00:00,"@BethRigby I work in NHS. No Christmas party last year and our dept not allowed one this year either in case of covid spread, so it really boils my piss that bunch of lazy corrupt charlatans had a party last year when telling the public not to socialise and no visitors allowed in homes.",False,replied_to,"['allowed', 'party', 'spread', 'corrupt', 'telling', 'socialise', 'visitor', 'either', 'christmas', 'nh', 'charlatan', 'bunch', 'boil', 'really', 'one', 'year', 'last', 'piss', 'public', 'covid', 'dept', 'work', 'home', 'case', 'lazy']"
en,1466151248311336966,2021-11-26 21:04:32+00:00,"Thank God. And, I’m agnostic.

We need a break.

#COVID19 #covidvariant #Covid #USA https://t.co/Jm4o8LbNd2",False,quoted,"['break', 'need', 'I', 'agnostic', 'thank', 'god']"
ru,1466151245706579973,2021-11-26 21:04:31+00:00,@mironov_ru Поддержу товарища. (Тестирование (быстрое) - быстрая изоляция (дома) - лечение (телемедицина в том числе). Смертность удастся снизить.) #Covid https://t.co/YGX2OZf6W2,False,quoted,"['tom', 'chisle', 'udastsia', 'testirovanie', ""'"", 'tovarishcha', '(', 'izoliatsiia', ')', 'podderzhu', 'ru', 'lechenie', 'bystraia', 'smertnost', 'snizit', 'v', 'doma', 'bystroe', 'telemeditsina']"
en,1466151245694054402,2021-11-26 21:04:31+00:00,"@chrischirp They also said:

Freedom day in July would result in at least 100,000 new daily cases.

Hospital admissions would rise to 2000 - 7000 a day once schools returned in September.

Without a move to plan B in October, covid cases would dramatically increase in November.

All wrong!",False,replied_to,"['case', '000', 'freedom', '2000', '!', 'wrong', 'result', 'new', 'also', 'day', 'least', 'september', 'admission', 'would', 'daily', 'hospital', 'b', 'without', 'july', '7000', 'returned', 'november', 'plan', 'move', 'rise', 'covid', 'said', 'increase', 'october', 'school', 'dramatically', '100']"
en,1466151245564063745,2021-11-26 21:04:31+00:00,"Trump Reportedly Tested Positive For Covid Three Days Before Presidential Debate, Mark Meadows Reveal... via @forbes https://t.co/cfQB7Y06nX",False,,"['mark', 'reportedly', 'covid', 'day', 'trump', 'presidential', 'meadow', 'tested', 'debate', 'via', 'reveal', 'three', 'positive']"
es,1466151243538214921,2021-11-26 21:04:30+00:00,PASA LA VOZ || Inicia vacunación para adolescentes contra Covid-19 en seis municipios https://t.co/aLby6BdIcM,False,,"['covid', 'voz', 'en', 'contra', 'seis', '||', 'la', 'adolescentes', '19', 'municipios', 'para', 'vacunacion', 'pasa', 'inicia']"
en,1466151243483594755,2021-11-26 21:04:30+00:00,"@WRAL Leave it up to commie Cali to be the first. But who really cares if someone has the flu or not
 So far this one has shown 0 signs of being even close to delta or covid original. Viruses get weaker as they mutate so it's right on course.",False,replied_to,"['virus', 'sign', 'someone', 'close', 'mutate', 'right', 'weaker', 'care', 'flu', 'course', 'one', 'really', 'get', 'even', 'original', 'shown', 'first', 'cali', 'leave', 'covid', 'delta', '0', 'commie', 'far']"
en,1466151242288275466,2021-11-26 21:04:30+00:00,@delilahc401 I’m astonished how he has managed to find a ‘link’ between AIDS and COVID? 🤷🏻‍♀️ why make AIDS day about COVID vaccine equity? It doesn’t make sense,False,replied_to,"['managed', ""'"", 'covid', '?', 'make', 'aid', 'equity', 'I', ""'link"", 'day', 'find', 'astonished', 'vaccine', 'sense']"
it,1466151240182767625,2021-11-26 21:04:30+00:00,"@ceccox4 @FmMosca Io il covid l'ho avuto in tempi non sospetti.
Sono stata male, il mio medico mi ha curata.
La scelta è la cura. Perché devo per forza curarmi col vaccino? Ma la libertà di scelta che fine ha fatto?",False,replied_to,"['fine', 'avuto', 'liberta', 'medico', 'e', 'sono', 'per', 'mi', 'stata', 'non', 'che', 'devo', 'vaccino', 'col', 'perche', 'sospetti', '?', 'io', 'il', 'mio', ""l'ho"", 'forza', 'curata', 'scelta', 'covid', 'la', 'di', 'male', 'tempo', 'ha', 'curarmi', 'fatto', 'cura']"
en,1466151240073560064,2021-11-26 21:04:30+00:00,@Blya__N @natedc56 @toshi_zx @Breaking911 My friend was so sick after that second covid shot she said there’s no way she’s putting a booster in her,False,replied_to,"['covid', 'friend', 'said', 'putting', 'second', 'n', 'shot', 'zx', 'booster', 'sick', 'way']"
en,1466151239360688134,2021-11-26 21:04:29+00:00,@BrianKempGA You botched covid and kissed 45’s butt. After he attacked you on this very platform on the daily. We remember! You better be scared.,False,replied_to,"['covid', 'butt', 'attacked', '45', 'daily', 'kissed', 'remember', '!', 'better', 'platform', ""'s"", 'scared', 'botched']"
es,1466151239025152005,2021-11-26 21:04:29+00:00,"😷Cofepris autoriza combinación de fármacos en tratamientos contra Covid

➡ https://t.co/0zl01XlARN https://t.co/HFzmZduzM3",False,,"['cofepris', 'autoriza', 'en', 'tratamientos', 'covid', 'contra', 'farmacos', 'de', 'combinacion']"
it,1466151239016718342,2021-11-26 21:04:29+00:00,"Il Covid ha fatto andar via di capa più gente di quanta ne è morta
#chilhavisto",False,,"['covid', 'gente', 'ne', 'capa', 'andar', 'il', 'di', 'e', 'via', 'quantum', 'ha', 'morta', 'fatto', 'piu']"
en,1466151238945452046,2021-11-26 21:04:29+00:00,"More people (7,714) paid their own good money to watch the League Two football match between Swindon Town and Hartlepool United last week than are in hospital 'with Covid' tonight (7.634).

What is all the fuss about?",False,,"['hartlepool', '7', '634', 'tonight', 'money', 'good', '714', 'league', 'about', ""'"", 'match', 'football', '(', 'fuss', 'watch', 'hospital', '?', ')', 'two', 'people', 'swindon', 'town', 'week', 'last', 'covid', 'paid', 'united', ""'with""]"
en,1466151238928457732,2021-11-26 21:04:29+00:00,@atrupar I'm old enough to remember when the notion that Trump would have gone on stage with Biden without even revealing that he had tested positive for covid was unsubstantiated speculation alleging outrageous irresponsibility and criminal reckless endangerment.,False,replied_to,"['reckless', 'biden', 'stage', 'trump', 'endangerment', 'enough', 'alleging', 'remember', 'speculation', 'revealing', 'would', 'without', 'positive', 'even', 'irresponsibility', 'gone', 'tested', 'notion', 'old', 'unsubstantiated', 'covid', 'I', 'criminal', 'outrageous']"
es,1466151238865756162,2021-11-26 21:04:29+00:00,"Sanidad notifica 10.536 casos y 28 muertes por COVID-19, con la incidencia al alza hasta 217 https://t.co/NtXy0aYY2d a través de @infosalus_com",False,,"['alza', 'hasta', 'covid', 'incidencia', '217', 'muertes', 'con', 'notifica', 'la', '28', 'sanidad', '19', 'al', '536', '10', 'por', 'casos']"
pl,1466151238488272903,2021-11-26 21:04:29+00:00,@MorawieckiM @szczepimysie Bedac odpowiedzialnym należało zaopatrzyć służbę zdrowia w lekarstwa. Kiedy lek na COVID-19  w Polsce? https://t.co/SWNk8sLkas,False,replied_to,"['odpowiedzialnym', 'covid', '?', 'w', 'kiedy', 'lek', 'zaopatrzyc', '19', 'na', 'polsce', 'bedac', 'lekarstwa', 'zdrowia', 'nalezalo', 'sluzbe']"
en,1466151237951397888,2021-11-26 21:04:29+00:00,"I have tested positive for COVID. I'm fine, just putting it out there so folks know why I'm not in Allen Park for the foreseeable. As always, give big @BenjaminSRaven a follow for all your Lions needs.",False,,"['covid', 'big', 'fine', 'foreseeable', 'lion', 'need', 'follow', 'putting', 'I', 'give', 'tested', 'know', 'folk', 'park', 'allen', 'always', 'positive']"
fr,1466151237339029507,2021-11-26 21:04:29+00:00,@confinementtot1 Si votre combinaison le permet !! Car applaudir est aussi vecteur de covid à cause des micro gouttelettes emanées par le claquement des mains ! Cette pandémie mondiale mortelle catastrophique devrait être prise beaucoup plus au sérieux !!,False,replied_to,"['est', 'main', '!', 'beaucoup', 'mortelle', 'serieux', 'par', 'claquement', 'plus', 'applaudir', 'pandemie', 'etre', 'de', 'combinaison', 'mondiale', 'au', 'vecteur', 'prise', 'car', 'permet', 'de', 'aussi', 'emanees', 'devrait', 'le', 'votre', 'covid', 'cette', 'catastrophique', 'gouttelettes', 'micro', 'si']"
sv,1466151235711606792,2021-11-26 21:04:29+00:00,@nudelmasta @KimVesto @gronvita @ruter_knekt @DblockWWT Svårt för mig att ha en åsikt om detta men med tanke på att vi redan börjat se en del ”immune escape”-varianter så är det väl troligt att alla (inkl vaccinerade) kommer bli mer eller mindre sjuka i Covid vid något tillfälle? Det borde väl ”åtgärda” problemet?,False,replied_to,"['val', 'en', 'borjat', 'alla', 'eller', 'vaccinerade', 'mindre', 'att', 'problemet', 'inkl', 'immune', 'svart', 'escape', 'bli', 'om', 'knekt', 'pa', 'troligt', 'detta', 'mer', '(', 'nagot', 'tillfalle', '?', ')', 'sa', 'sjuka', 'kommer', 'borde', 'vid', 'det', 'atgarda', 'del', 'se', 'men', 'varianter', 'tanke', 'ar', 'covid', 'asikt', 'mig', 'med', 'ha', 'redan', 'vi']"
en,1466151235166343172,2021-11-26 21:04:28+00:00,pre covid vs now https://t.co/VA1oOTzdSo https://t.co/7ztAoEe4H5,False,quoted,"['v', 'covid', 'pre']"
es,1466151234809835537,2021-11-26 21:04:28+00:00,"Todos sabemos que la nueva variante del covid está entre la población española desde hace fleje, como el resto de Europa. No es sorpresa.",False,,"['entre', 'sorpresa', 'todos', 'poblacion', 'resto', 'esta', 'espanola', 'variante', 'europa', 'fleje', 'hace', 'el', 'sabemos', 'de', 'del', 'e', 'covid', 'desde', 'como', 'nueva', 'que', 'la']"
en,1466151234633560065,2021-11-26 21:04:28+00:00,"Yes we know COVID IS AIRBORNE, so ventilation/filtration, open windows and masks help.
Surface disinfection is CDC pandemic theater. https://t.co/Cue8MgHiP0",False,quoted,"['disinfection', 'covid', 'help', 'pandemic', 'window', 'ventilation/filtration', 'open', 'cdc', 'know', 'mask', 'theater', 'airborne', 'yes', 'surface']"
en,1466151233941647361,2021-11-26 21:04:28+00:00,"@LozzaFox  4 years old, brain surgery put off due to influx of unvaccinated covid-havers. Please, let’s set a time for you to explain your ideas to this kid. https://t.co/FYNUfZ35LY",False,,"['influx', 'time', 'please', 'explain', 'set', 'year', '4', 'havers', 'let', 'brain', 'kid', 'put', 'due', 'idea', 'unvaccinated', 'old', 'covid', 'u', 'surgery']"
